"record_id","timestamp","road_id","road_name","district","direction","lane","speed_limit","hour","is_weekend","weather","rainfall_mm","temperature_c","visibility_m","volume","occupancy","avg_headway_s","signal_delay_s","incident","speed_kmh","congestion_level","is_congested"
"T00689","2026-05-08 10:00","R205","University Rd","学校区","Southbound","1","60","10","0","rain","13.9","20.7","1693","102","0.379","10.9","34.7","0","42","free_flow","0"
"T00690","2026-05-08 10:15","R330","Commerce Blvd","商业区","Southbound","3","55","10","0","cloudy","0","25.7","4391","117","0.448","10.1","17.1","0","50","free_flow","0"
"T00691","2026-05-08 10:30","R101","Central Ave","中心区","Southbound","2","50","10","0","cloudy","0","27.2","5458","157","0.584","7.7","32.4","0","29","moderate","1"
"T00692","2026-05-08 10:45","R101","Central Ave","中心区","Northbound","1","50","10","0","rain","17.2","20.9","2367","100","0.301","11","32","0","29","moderate","1"
"T00693","2026-05-08 11:00","R330","Commerce Blvd","商业区","Westbound","2","55","11","0","cloudy","0","23.6","4537","141","0.492","9.5","15.3","0","36","moderate","0"
"T00694","2026-05-08 11:15","R205","University Rd","学校区","Southbound","1","60","11","0","clear","0","30","5835","140","0.512","8.5","27.7","0","37","moderate","0"
"T00695","2026-05-08 11:30","R205","University Rd","学校区","Eastbound","2","60","11","0","clear","0","26.4","2208","92","0.337","11.1","28.1","0","54","free_flow","0"
"T00696","2026-05-08 11:45","R101","Central Ave","中心区","Westbound","2","50","11","0","fog","0","18.9","822","146","0.51","7.5","34.2","0","23","severe","1"
"T00697","2026-05-08 12:00","R101","Central Ave","中心区","Northbound","3","50","12","0","rain","4.2","30.6","880","107","0.427","9.4","31","0","31","moderate","1"
"T00698","2026-05-08 12:15","R418","River Tunnel","隧道区","Eastbound","2","70","12","0","clear","0","31.3","2757","134","0.47","7.6","16.6","0","53","free_flow","0"
"T00699","2026-05-08 12:30","R330","Commerce Blvd","商业区","Westbound","3","55","12","0","clear","0","26.6","3898","130","0.478","9","20.2","0","38","moderate","0"
"T00700","2026-05-08 12:45","R205","University Rd","学校区","Northbound","1","60","12","0","clear","0","25.7","3602","97","0.365","11.2","25.1","0","53","free_flow","0"
"T00701","2026-05-08 13:00","R418","River Tunnel","隧道区","Northbound","1","70","13","0","clear","0","25.3","3187","131","0.43","8.7","27.8","0","51","free_flow","0"
"T00702","2026-05-08 13:15","R418","River Tunnel","隧道区","Northbound","2","70","13","0","rain","15.1","30.9","1900","145","0.522","9","43.2","0","45","free_flow","0"
"T00703","2026-05-08 13:30","R101","Central Ave","中心区","Southbound","2","50","13","0","clear","0","22.8","5643","125","0.412","9.6","26.6","0","41","free_flow","0"
"T00704","2026-05-08 13:45","R418","River Tunnel","隧道区","Westbound","3","70","13","0","rain","13.4","32.1","1719","94","0.365","11","28.7","0","53","free_flow","0"
"T00705","2026-05-08 14:00","R330","Commerce Blvd","商业区","Northbound","1","55","14","0","rain","9.9","29.2","1072","122","0.409","9.5","","0","31","moderate","1"
"T00706","2026-05-08 14:15","R101","Central Ave","中心区","Southbound","3","50","14","0","clear","0","33","5584","158","0.543","8.1","20.5","0","34","moderate","1"
"T00707","2026-05-08 14:30","R330","Commerce Blvd","商业区","Eastbound","3","55","14","0","clear","0","20.1","2232","124","0.48","9.5","29.8","0","39","moderate","0"
"T00708","2026-05-08 14:45","R418","River Tunnel","隧道区","Eastbound","2","70","14","0","clear","0","18.8","4579","93","0.321","9.1","26","0","58","free_flow","0"
"T00709","2026-05-08 15:00","R205","University Rd","学校区","Northbound","3","60","15","0","clear","0","21","4965","146","0.534","9.6","16.8","0","43","free_flow","0"
"T00710","2026-05-08 15:15","R330","Commerce Blvd","商业区","Eastbound","3","55","15","0","cloudy","0","25.9","3025","178","0.626","7.2","16.8","0","33","moderate","1"
"T00711","2026-05-08 15:30","R330","Commerce Blvd","商业区","Southbound","3","55","15","0","rain","11.3","20.7","976","155","0.496","8.3","29.6","0","33","moderate","1"
"T00712","2026-05-08 15:45","R418","River Tunnel","隧道区","Westbound","1","70","15","0","fog","0","25.6","310","109","0.33","9.3","30.7","0","59","free_flow","0"
"T00713","2026-05-08 16:00","R418","River Tunnel","隧道区","Southbound","2","70","16","0","clear","0","30.5","3932","116","0.352","8.2","23.4","0","60","free_flow","0"
"T00714","2026-05-08 16:15","R101","Central Ave","中心区","Westbound","1","50","16","0","clear","0","29.3","4876","134","0.5","9.6","27.3","0","35","moderate","0"
"T00715","2026-05-08 16:30","R101","Central Ave","中心区","Eastbound","1","50","16","0","fog","0","19.6","216","161","0.608","8.5","42.5","0","23","severe","1"
"T00716","2026-05-08 16:45","R101","Central Ave","中心区","Westbound","1","50","16","0","fog","0","22.5","399","133","0.52","8.5","45.5","0","21","severe","1"
"T00717","2026-05-08 17:00","R330","Commerce Blvd","商业区","Eastbound","3","55","17","0","rain","1.1","23.4","930","243","0.809","4","","0","8","severe","1"
"T00718","2026-05-08 17:15","R205","University Rd","学校区","Southbound","2","60","17","0","clear","0","25.7","3793","204","0.73","5.6","52.4","1","14","severe","1"
"T00719","2026-05-08 17:30","R101","Central Ave","中心区","Southbound","3","50","17","0","clear","0","26.2","2218","263","0.848","3.9","50.5","0","8","severe","1"
"T00720","2026-05-08 17:45","R101","Central Ave","中心区","Westbound","1","50","17","0","clear","0","31.2","5950","260","0.909","5.6","43.2","0","8","severe","1"
"T00013","2026-05-01 09:00","R418","River Tunnel","隧道区","Eastbound","2","70","9","0","clear","0","31.9","5039","186","0.662","8.1","38.6","0","42","free_flow","0"
"T00078","2026-05-02 01:15","R330","Commerce Blvd","商业区","Westbound","1","55","1","1","clear","0","17.5","5174","125","0.495","8.7","24.1","0","44","free_flow","0"
"T00146","2026-05-02 18:15","R330","Commerce Blvd","商业区","Eastbound","2","55","18","1","cloudy","0","20.9","2261","213","0.688","5.1","37.4","0","20","severe","1"
"T00234","2026-05-03 16:15","R205","University Rd","学校区","Northbound","3","60","16","1","clear","0","25","5836","139","0.494","7.6","23.5","0","49","free_flow","0"
"T00412","2026-05-05 12:45","R101","Central Ave","中心区","Eastbound","2","50","12","0","cloudy","0","20.2","5456","165","0.535","8","32.3","0","24","severe","1"
"T00590","2026-05-07 09:15","R418","River Tunnel","隧道区","Southbound","1","70","9","0","clear","0","26.5","5900","207","0.747","7","44.1","0","39","moderate","0"
